,ee_bb,am_ib,ba_aq,ba_ar,am_ar,ba_fu,ex_fb,ba_is,am_is,ee_ib,ba_el,ex_ob,ba_ac,ba_ad,am_ab,ex_ox,am_my,am_mb,za_ba,ba_me,op_me,sr_st,ee_ce,ba_di,ba_cy,sr_ap,op_is,ee_cb,ex_ja,ex_jb,za_al,ba_df,ba_de,am_uk,ex_fo,za_as,op_ib,sr_rh,sr_ab,ee_cr,op_mb,am_ub,pl_gl,sr_rb,ba_pl,ee_hb,ex_eb,ee_ha,ba_pg,za_eu,ba_pd,za_ep,ba_pb,ba_pa,ex_eu,ba_ca,za_eh,ba_le,ee_br,za_ea,za_eb,za_ec,ba_cr,ba_cp,ex_is,ba_cv,ee_ub,ba_ts,ba_ge,ee_uk,ex_ma,ex_mb,ex_ib,ba_th,sr_di,ba_ch,ba_cn,ex_pb,ba_te,am_va,za_em,am_vb,ba_cd,sr_db,ba_fe,ba_sp,pl_gb,ex_pa,op_cb,ba_sy,op_ch,ee_ab,za_ey,ba_fn,am_db,sr_ch,sr_ci,ee_is,za_th,sr_cb,ba_fc,za_et,ba_ba,ex_he,ee_ap,ex_hb,pl_gr,ba_bi,ba_ft,ba_fb,am_di,sr_pe,ba_nt,am_tb,za_cr,op_fu,am_th,ba_bc,am_tu,op_nu,pl_rh,sr_pb,sr_sb,sr_ci_s,ba_ni,op_fb,pl_rb,op_ic,
OG5_159186,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,63,0,0,2,0,0,0,0,0,0,0,0,0,8,0,12,0,0,4,10,0,6,1,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,18,0,0,21,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,8,1,0,0,0,0,
OG5_147124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_170746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_140185,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,18,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,6,0,3,0,0,0,
OG5_129018,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,1,9,0,0,0,11,46,3,0,0,7,0,0,3,0,0,0,0,1,0,1,0,48,0,9,0,0,1,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35,1,0,1,0,0,0,2,2,0,19,0,0,0,21,2,0,0,1,10,0,0,75,0,9,0,0,32,0,0,0,2,
OG5_147126,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,29,0,0,0,16,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,
OG5_148208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,1,0,0,4,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,
OG5_130717,0,5,0,1,0,0,0,0,6,2,0,0,12,3,0,0,9,4,0,0,14,42,0,0,6,1,0,0,0,1,0,0,4,1,0,0,1,20,1,3,4,1,2,5,11,2,0,8,3,0,1,0,2,4,3,0,14,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,23,8,0,0,0,2,0,0,0,8,0,0,10,0,0,0,0,1,0,0,13,1,21,3,0,16,0,0,3,3,3,1,24,0,0,4,9,2,0,24,0,1,1,0,63,0,4,0,11,2,0,0,1,1,
OG5_175544,0,0,0,1,0,3,0,0,0,0,0,0,19,4,1,0,2,0,0,0,1,2,0,0,27,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,4,9,0,0,1,6,0,4,0,5,18,0,4,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,1,2,11,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,1,0,1,0,0,13,6,0,2,0,1,0,0,0,0,5,1,0,0,9,1,0,0,0,2,0,0,0,2,0,0,0,0,0,
OG5_137855,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,2,1,0,0,3,16,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,27,0,5,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,1,0,11,0,0,0,7,1,0,0,0,0,0,0,45,0,0,0,0,22,0,0,0,0,
OG5_137580,0,1,0,0,5,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,14,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,3,2,0,2,0,0,0,29,0,0,2,0,3,1,0,99,0,1,0,0,2,0,0,0,2,
OG5_140180,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,46,0,0,50,1,0,1,0,0,0,2,0,0,0,0,0,7,0,14,0,0,4,14,0,2,0,11,7,0,6,0,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,2,0,1,0,1,4,0,0,4,0,0,6,0,1,1,9,0,0,0,1,0,0,5,0,0,0,3,2,0,15,0,1,2,0,0,5,1,
OG5_137582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,
OG5_137583,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,9,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,8,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,1,0,0,9,0,0,0,2,0,0,1,0,2,0,0,7,0,0,0,0,16,0,0,0,0,
OG5_145104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_141458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_137858,0,1,7,1,0,4,0,0,0,0,0,0,18,6,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,1,0,1,4,0,0,0,0,4,1,0,6,0,0,9,2,0,0,0,11,0,11,0,11,20,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,7,1,0,1,0,5,0,1,0,0,9,2,0,0,6,0,2,0,1,3,0,5,0,0,27,3,1,4,0,0,0,0,0,0,7,0,0,0,12,1,0,0,1,0,0,0,0,6,0,1,0,1,0,
OG5_137859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,16,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,25,0,13,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46,2,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,6,0,5,0,0,44,0,0,0,0,
OG5_136674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,
OG5_144663,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5,8,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,15,0,0,0,0,
OG5_169714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_136672,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,7,0,0,3,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,2,27,5,0,1,0,0,0,1,3,0,21,0,0,0,8,0,0,2,0,1,0,0,55,0,11,0,2,8,0,0,0,0,
OG5_136679,2,0,0,0,0,6,0,0,2,0,0,1,1,0,3,0,0,1,0,0,0,57,0,0,9,0,0,2,0,1,0,0,0,0,0,0,0,11,0,5,0,0,0,13,4,1,0,13,20,0,13,0,17,8,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,14,1,1,3,0,0,0,0,2,0,0,3,0,2,0,0,44,3,0,19,0,1,0,20,0,0,2,6,0,0,19,0,0,0,0,0,0,1,0,7,0,0,0,0,1,
OG5_133008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,12,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,1,
OG5_144629,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,10,0,0,0,0,24,0,1,0,2,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,6,0,0,34,0,0,0,0,1,0,3,0,0,0,0,0,0,66,0,0,0,0,2,0,2,0,4,4,0,0,0,0,
OG5_144628,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,40,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,3,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,3,0,23,0,0,0,3,1,0,0,0,7,0,0,31,0,8,0,1,1,0,0,0,0,
OG5_133005,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,11,5,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,15,0,9,0,0,2,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,3,1,0,10,0,0,0,5,0,0,1,0,9,0,0,36,0,9,0,0,2,0,0,0,1,
OG5_129998,1,3,0,0,0,0,0,0,6,1,0,0,5,4,2,0,8,3,0,0,0,15,0,0,8,0,0,3,2,0,0,0,0,0,0,0,0,8,1,1,2,1,3,15,2,1,4,1,9,0,2,0,10,15,5,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,9,1,0,0,0,1,0,1,0,8,0,1,4,0,0,0,0,1,0,0,7,0,5,0,0,28,0,0,1,0,1,1,3,0,0,5,10,0,0,37,0,5,1,0,13,0,3,0,9,4,1,0,2,1,
OG5_133006,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,12,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,3,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,3,0,0,0,0,0,2,1,0,16,0,0,0,5,0,0,1,0,5,0,0,5,0,5,0,0,24,0,0,0,1,
OG5_133001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
OG5_144622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_133003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,3,
OG5_129999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,23,75,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,65,0,15,0,0,5,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,59,3,0,6,0,0,0,2,5,0,34,0,0,0,28,0,0,7,0,12,1,0,128,0,11,0,0,39,0,0,0,3,
OG5_129012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,16,0,0,9,0,0,0,1,35,0,0,0,3,
OG5_142903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_145976,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,11,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,1,0,0,0,0,0,14,3,0,0,0,0,0,0,101,0,1,0,0,2,0,0,0,1,
OG5_129448,1,2,0,1,0,0,0,0,13,0,0,0,16,8,1,0,16,1,0,0,25,60,2,0,90,2,0,3,6,0,0,0,0,1,0,1,0,73,0,10,0,0,5,13,3,0,0,7,12,0,9,2,13,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,3,6,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,6,1,76,3,0,37,0,0,16,3,6,0,35,1,0,1,27,2,1,33,0,12,1,0,144,0,18,1,3,52,0,0,0,3,
OG5_130401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,13,0,0,0,0,2,0,0,0,7,0,0,7,0,2,0,0,1,0,0,0,2,
OG5_146951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,
OG5_129997,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,13,20,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,0,6,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,3,0,1,0,0,0,6,0,0,0,0,9,1,0,41,0,2,0,0,6,0,0,0,3,
OG5_139348,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,0,0,1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37,0,8,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,13,0,0,0,9,0,0,0,0,5,1,0,74,0,8,0,0,1,0,0,0,1,
OG5_126771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,
OG5_126770,1,5,0,0,4,0,0,0,5,3,0,0,1,1,4,0,4,9,0,0,11,19,3,0,22,3,0,4,2,3,0,0,0,0,0,0,1,14,0,12,2,1,3,6,0,0,5,8,1,0,0,0,1,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,1,4,0,4,7,1,0,0,0,4,0,0,6,0,28,4,0,14,0,0,3,2,4,1,6,0,0,0,11,3,0,18,0,3,0,0,15,0,0,0,10,36,0,0,0,0,
OG5_126773,2,2,0,0,4,0,0,0,11,2,0,0,15,0,3,1,12,1,0,0,27,84,4,0,85,9,0,9,4,2,0,0,7,1,1,1,1,70,1,15,5,1,5,27,9,8,1,16,8,0,26,0,7,19,9,5,2,0,3,0,0,0,0,1,1,2,1,0,0,0,3,0,0,0,34,12,0,1,0,2,0,0,0,19,0,0,13,1,1,1,1,4,0,0,6,1,67,5,0,47,2,0,9,3,6,1,38,0,0,1,25,3,1,29,0,16,1,0,141,0,18,0,21,52,1,0,4,3,
OG5_126772,1,3,0,0,6,1,0,0,10,1,0,1,13,2,2,1,12,3,0,0,25,81,4,0,7,10,0,1,5,0,1,0,2,1,3,1,0,68,1,15,3,1,5,27,3,4,1,15,6,0,7,0,17,2,9,4,0,2,3,1,0,0,0,1,1,8,0,0,3,0,2,1,0,0,36,8,0,0,1,2,2,0,3,13,0,3,8,2,0,0,0,0,0,0,15,1,53,5,3,37,1,0,15,3,6,0,37,0,0,0,29,3,0,40,0,20,1,0,136,0,17,0,8,49,1,0,0,3,
OG5_126775,2,7,0,0,2,6,1,0,13,2,1,0,28,14,4,1,16,8,0,0,23,80,4,0,16,7,0,5,5,1,0,1,7,1,0,4,1,78,1,15,4,1,5,45,15,12,3,14,29,0,21,3,18,26,10,0,22,1,1,0,0,0,1,1,1,6,0,0,3,0,2,0,0,4,34,18,0,0,0,2,4,0,4,14,0,8,26,2,0,4,1,4,0,1,17,1,103,4,0,97,7,1,24,3,6,2,35,2,1,11,30,3,0,134,12,16,1,14,154,0,17,0,22,43,1,2,2,3,
OG5_126774,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,22,78,4,0,0,7,0,0,2,0,0,0,0,1,1,0,0,59,0,15,0,0,5,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,74,5,0,0,0,0,0,3,6,0,35,0,0,0,26,3,0,0,0,17,1,0,140,0,17,0,0,45,0,0,0,3,
OG5_126777,1,4,11,1,5,9,0,0,9,0,3,0,30,16,2,1,10,5,2,0,16,78,4,2,96,7,0,3,0,2,1,4,9,1,0,6,0,23,0,10,2,1,4,27,18,4,0,11,30,2,35,3,19,30,9,8,25,3,2,2,4,4,1,3,0,20,1,5,3,1,1,1,0,10,23,17,0,0,1,0,20,0,10,5,1,15,22,1,0,11,0,4,1,1,10,1,55,3,2,70,13,3,32,2,2,1,32,2,2,13,13,3,1,48,17,17,1,19,123,0,14,0,27,44,3,0,6,3,
OG5_126776,1,3,11,1,3,9,0,0,13,2,3,1,30,15,2,0,16,4,1,0,26,90,4,2,97,10,0,5,4,1,0,4,8,1,3,7,0,76,0,15,3,0,5,42,17,4,2,15,30,2,35,3,19,32,10,7,25,3,4,2,4,4,1,3,1,20,1,5,3,1,2,1,0,11,35,21,0,0,4,2,20,0,11,6,1,16,23,2,0,11,1,2,1,1,11,2,122,5,2,78,13,3,32,5,6,1,36,2,1,13,32,2,0,58,18,19,1,19,150,0,18,0,26,53,3,0,3,3,
OG5_126779,1,3,0,1,0,0,0,0,12,1,0,0,31,12,3,0,13,2,0,0,25,54,3,0,2,8,0,6,5,1,0,0,8,1,0,0,1,69,1,12,6,1,3,26,16,0,1,11,28,0,12,0,19,36,6,0,0,1,1,0,0,0,0,0,0,19,1,0,3,1,2,0,0,0,28,9,0,0,0,2,0,0,9,5,0,8,3,0,0,0,1,3,0,0,7,1,88,4,0,88,0,0,25,4,6,0,35,1,0,7,29,0,0,81,0,16,1,3,139,0,7,0,17,53,0,0,1,3,
