,Ba,EE,Sr,Op,Am,Za,Pl,Ex
OG5_157075,54,3,31,0,14,0,0,1
OG5_127871,0,0,0,0,0,0,1,0
OG5_127870,0,0,1,0,2,0,0,0
OG5_127873,8,5,29,3,37,0,4,1
OG5_127872,264,11,123,1,117,13,11,5
OG5_127877,57,0,32,0,26,3,1,0
OG5_144722,0,0,1,0,0,0,0,0
OG5_129543,1,0,0,0,0,0,0,0
OG5_147317,94,2,9,0,10,0,24,1
OG5_136227,1,2,16,0,4,0,0,0
OG5_136224,0,1,0,0,0,0,0,0
OG5_136225,0,0,1,0,0,0,0,0
OG5_136222,0,0,0,1,0,0,0,0
OG5_136223,0,1,0,0,0,0,0,0
OG5_136220,3,1,7,0,2,0,2,0
OG5_153827,33,3,21,0,10,0,0,1
OG5_163932,16,2,18,0,2,0,4,0
OG5_136229,98,5,58,0,24,1,10,1
OG5_176124,0,0,2,0,0,1,0,0
OG5_144988,0,0,0,0,0,0,1,0
OG5_144982,50,5,80,0,98,0,1,1
OG5_144983,1,0,0,0,0,0,0,0
OG5_144980,94,1,0,0,1,0,5,0
OG5_144981,94,1,18,0,4,0,31,0
OG5_144987,0,0,3,0,0,0,0,0
OG5_144984,0,0,2,0,0,0,0,0
OG5_144985,0,0,3,0,0,0,2,0
OG5_170876,0,0,1,0,0,0,0,0
OG5_156677,72,4,53,0,25,0,0,0
OG5_156676,81,1,19,0,11,0,1,0
OG5_156675,62,0,14,0,9,0,0,0
OG5_156673,95,4,66,0,45,0,1,0
OG5_156679,62,0,25,0,19,0,0,1
OG5_156678,35,0,17,0,3,9,0,0
OG5_133762,104,10,74,1,45,1,8,0
OG5_133763,0,0,4,0,4,0,0,0
OG5_133764,0,7,62,0,39,0,6,1
OG5_133765,7,0,2,0,2,0,2,0
OG5_133766,0,0,0,0,1,0,0,1
OG5_133768,102,3,41,1,37,2,0,2
OG5_133769,128,2,21,1,27,37,7,0
OG5_149936,0,0,4,0,1,0,0,0
OG5_149933,1,2,5,0,3,0,0,0
OG5_147180,0,0,1,0,0,0,3,0
OG5_147186,0,0,0,0,2,0,2,0
OG5_147185,0,0,0,0,0,0,2,0
OG5_147184,15,0,4,0,1,0,14,0
OG5_147189,0,0,1,0,0,0,0,0
OG5_149634,123,2,25,0,5,1,24,1
OG5_140403,49,2,14,0,9,0,8,0
OG5_145162,56,5,73,0,50,0,1,0
OG5_140401,16,0,3,2,6,1,0,0
OG5_140405,129,2,35,0,6,22,12,0
OG5_140404,0,0,0,0,0,0,1,0
OG5_144579,3,1,2,0,3,0,0,1
OG5_150328,7,0,4,0,1,0,18,0
OG5_149853,15,4,63,0,29,0,3,1
OG5_150325,16,0,9,0,8,0,2,0
OG5_144570,0,0,1,0,1,1,0,0
OG5_149857,7,0,5,0,4,0,0,0
OG5_144576,15,0,14,0,6,0,0,0
OG5_149854,3,0,10,0,0,0,0,0
OG5_135776,0,0,3,0,3,0,0,0
OG5_144118,0,0,3,0,0,0,0,0
OG5_131943,0,0,0,0,3,0,0,0
OG5_147981,2,0,1,0,1,0,0,0
OG5_131941,43,1,43,5,63,13,5,0
OG5_131944,0,0,0,0,0,0,1,0
OG5_131945,0,0,0,0,0,0,1,0
OG5_128944,378,7,45,0,53,0,3,0
OG5_128945,0,0,1,0,2,0,0,0
OG5_142757,42,1,28,1,16,1,0,1
OG5_127418,3,4,34,0,35,0,3,1
OG5_128940,0,0,0,0,1,0,0,0
OG5_128941,0,0,2,0,0,0,0,0
OG5_128942,0,0,1,0,0,0,0,0
OG5_128943,438,5,84,0,63,73,26,0
OG5_127413,519,8,112,0,66,0,26,3
OG5_127412,410,6,95,1,87,48,3,0
OG5_127411,0,0,1,0,0,87,0,0
OG5_127410,122,20,154,0,136,0,36,7
OG5_127417,198,17,126,0,122,1,13,4
OG5_127416,0,0,6,0,3,0,0,1
OG5_127415,92,2,24,0,9,86,0,2
OG5_127414,245,6,77,0,39,89,3,3
OG5_126599,197,11,101,0,42,0,6,1
OG5_137333,0,1,0,0,0,0,0,0
OG5_150317,0,0,1,0,0,0,2,0
OG5_145294,0,0,3,0,0,0,0,0
OG5_127420,0,0,1,0,0,0,0,0
OG5_150312,28,0,8,0,0,0,15,0
OG5_149580,5,0,0,3,0,1,1,0
OG5_149583,13,0,4,0,0,0,0,0
OG5_149715,1,0,1,0,0,1,1,0
OG5_128498,0,0,2,0,0,0,1,1
OG5_128496,2,0,23,0,21,0,0,0
OG5_128497,10,7,21,0,28,1,4,0
OG5_128494,0,0,0,0,1,0,2,0
OG5_168806,60,2,16,0,9,5,0,0
OG5_128492,511,10,159,1,89,1,10,3
OG5_128493,0,0,1,0,0,0,0,0
OG5_128490,0,0,1,0,0,3,0,1
OG5_128491,106,5,52,0,42,30,4,1
OG5_132411,0,4,10,0,8,0,1,1
OG5_132413,0,3,1,0,1,0,0,0
OG5_132140,400,15,97,0,45,0,20,3
OG5_132147,507,2,81,0,42,0,1,1
OG5_132146,487,5,85,1,52,3,16,2
OG5_132145,91,12,62,1,30,0,3,4
OG5_132144,428,5,78,1,49,74,0,2
OG5_132419,0,0,1,0,3,0,3,0
OG5_132149,87,4,24,0,11,55,4,2
OG5_132148,490,7,83,0,52,0,4,1
OG5_144548,40,3,38,0,80,2,0,0
OG5_128636,0,0,2,0,1,0,0,0
OG5_126937,425,13,142,0,64,80,24,3
OG5_126936,337,8,91,1,67,0,13,0
OG5_126935,376,13,130,3,183,60,16,9
OG5_126934,417,15,125,1,73,0,21,2
OG5_165864,102,1,3,0,1,0,20,0
OG5_126932,490,7,110,0,65,91,5,4
OG5_126931,0,0,3,0,1,93,0,0
OG5_126930,0,1,8,0,2,89,0,0
OG5_171003,4,2,6,0,8,0,1,1
OG5_134812,34,1,27,0,12,0,0,0
OG5_134811,3,0,27,0,8,0,0,0
OG5_171000,28,1,28,0,21,0,0,0
OG5_134817,26,7,26,0,3,0,1,0
OG5_126939,220,11,109,0,66,0,31,3
OG5_171004,37,3,24,1,10,0,0,0
OG5_128637,0,0,1,0,0,0,0,0
OG5_131954,6,5,32,0,49,0,5,0
OG5_129548,3,0,22,0,0,0,3,0
OG5_142805,9,1,5,0,1,0,0,0
OG5_129542,124,4,59,2,53,31,19,3
OG5_142807,0,0,0,0,2,0,0,0
OG5_129546,0,2,6,0,0,0,0,0
OG5_129545,0,1,0,0,1,0,0,0
OG5_149329,13,19,64,1,85,1,7,4
OG5_142351,0,0,1,0,0,0,0,2
OG5_127424,0,0,6,0,0,32,0,0
OG5_131617,0,0,1,0,0,0,0,0
OG5_142724,38,0,10,0,1,7,0,0
OG5_128238,0,0,0,0,0,0,1,1
OG5_128239,0,0,0,0,1,0,0,0
OG5_142725,0,0,0,0,1,0,0,0
OG5_128232,5,9,50,0,28,0,11,0
OG5_128233,206,27,134,5,137,33,12,6
OG5_128230,0,0,1,0,1,0,0,0
OG5_128231,10,25,55,1,50,0,14,1
OG5_128237,488,16,159,1,151,2,12,6
OG5_141132,36,26,85,0,42,0,7,2
OG5_128994,159,14,59,0,35,20,4,3
OG5_128635,0,0,1,1,0,0,0,0
OG5_128620,33,3,39,0,16,1,3,3
OG5_146856,14,1,12,0,14,1,0,0
OG5_142722,5,2,11,0,23,0,3,0
OG5_129728,120,3,54,0,36,2,0,0
OG5_129727,0,0,1,0,0,0,3,0
OG5_129726,0,0,0,0,0,1,0,0
OG5_129725,47,6,40,0,26,6,3,0
OG5_141528,1,0,4,0,2,1,0,0
OG5_163325,103,4,66,2,42,11,0,1
OG5_129722,0,7,46,0,20,0,2,1
OG5_129721,229,8,79,0,53,0,3,5
OG5_129720,76,16,91,0,74,2,15,2
OG5_156530,0,1,7,0,4,0,7,0
OG5_156076,10,0,8,1,6,0,0,1
OG5_142876,0,0,0,0,0,0,1,0
OG5_131757,278,5,83,0,43,68,1,0
OG5_139149,0,0,2,0,0,0,1,0
OG5_139140,0,2,7,0,34,0,0,0
OG5_139141,28,0,9,0,4,0,0,0
OG5_139147,5,3,24,0,8,1,4,1
OG5_141709,21,0,6,0,5,0,0,0
OG5_130159,0,1,1,0,2,0,0,0
OG5_130157,0,0,2,0,0,0,0,0
OG5_130155,0,1,41,7,7,0,5,0
OG5_130152,456,8,117,5,80,70,6,1
OG5_130151,0,0,1,0,0,0,0,0
OG5_158969,7,0,3,1,1,0,0,0
OG5_146574,0,0,1,0,0,0,0,0
OG5_134679,0,0,1,0,0,0,0,0
OG5_134678,0,0,1,0,1,0,0,0
OG5_171910,28,15,45,0,55,1,10,2
OG5_134674,4,3,35,0,4,0,1,1
OG5_134671,0,0,1,0,0,0,0,0
OG5_141250,0,0,3,0,3,1,0,1
OG5_160744,1,0,0,0,0,0,0,0
OG5_137892,174,4,47,0,25,0,0,0
OG5_137893,109,2,27,0,6,6,0,0
OG5_137896,80,1,25,0,11,29,2,4
OG5_175587,32,5,39,0,15,0,3,0
OG5_175589,2,0,7,0,2,8,0,0
OG5_171381,0,0,0,0,0,26,0,0
OG5_174805,0,0,0,0,0,1,0,0
OG5_155522,6,0,12,0,8,0,0,0
OG5_152201,54,24,103,1,61,0,16,4
OG5_152759,0,0,0,0,0,5,0,0
OG5_152204,3,0,6,0,0,5,1,0
OG5_142239,29,2,27,0,14,0,0,2
OG5_137092,4,0,2,0,4,0,0,0
OG5_137093,161,4,59,0,36,25,0,0
OG5_137096,73,2,26,0,8,0,0,0
OG5_137094,182,9,88,2,44,11,1,1
OG5_137095,139,6,92,1,49,5,1,1
OG5_169919,11,0,4,0,42,0,0,0
OG5_178692,41,2,27,0,6,0,1,0
OG5_178697,29,1,23,0,9,0,1,2
OG5_136418,14,22,73,0,84,1,17,2
OG5_136415,4,25,69,2,84,1,12,3
OG5_136416,23,2,17,0,37,4,2,1
OG5_136410,0,0,0,0,2,0,0,0
OG5_131058,0,0,1,0,0,0,1,0
OG5_126739,298,8,133,2,68,29,4,4
OG5_126735,0,0,3,0,1,0,0,1
OG5_126734,501,7,115,1,91,10,1,2
OG5_126737,68,15,88,1,53,0,1,0
OG5_126736,525,10,118,2,73,84,18,2
OG5_126731,445,12,137,0,157,67,26,4
OG5_126730,495,20,158,0,169,88,36,5
OG5_126733,373,11,149,1,90,39,16,5
OG5_126732,0,1,0,0,1,0,0,0
OG5_182870,0,0,4,0,0,14,0,0
OG5_182871,32,0,6,0,4,0,1,0
OG5_147062,61,3,8,0,12,11,0,1
OG5_142583,0,0,2,0,1,0,0,0
OG5_142585,1,0,1,0,0,0,0,0
OG5_147067,1,0,0,0,0,0,0,0
OG5_137320,86,2,20,0,11,55,0,0
OG5_130934,0,0,2,0,0,0,0,0
OG5_130935,0,1,1,0,0,0,0,0
OG5_139265,124,4,61,0,42,39,0,0
OG5_172176,0,0,0,0,0,1,0,0
OG5_142683,167,6,46,0,35,10,0,1
OG5_139547,0,0,2,0,0,0,0,0
OG5_132319,31,2,22,0,20,0,0,0
OG5_132316,2,5,11,2,32,7,0,2
OG5_127687,0,0,2,0,0,0,0,0
OG5_132313,32,33,103,1,141,2,9,8
OG5_132311,0,0,0,0,0,1,0,0
OG5_159306,6,2,5,0,14,0,0,0
OG5_143185,48,0,6,0,2,0,0,0
OG5_143182,49,0,50,0,25,0,0,1
OG5_143180,168,2,23,0,14,0,3,0
OG5_130062,0,0,0,0,0,0,2,0
OG5_159305,26,0,16,1,15,0,1,1
OG5_127684,0,0,7,0,3,75,0,0
OG5_176964,11,0,11,0,4,0,0,0
OG5_157803,31,2,33,0,14,0,0,1
OG5_157802,39,2,29,1,8,0,1,0
OG5_135376,108,4,51,0,7,10,9,2
OG5_127062,54,18,128,4,141,1,13,3
OG5_127063,0,0,1,0,1,0,1,0
OG5_127060,249,6,87,2,47,14,3,4
OG5_127061,128,2,25,0,14,93,0,1
OG5_127067,263,21,105,1,39,4,27,4
OG5_127064,1,1,6,0,1,91,0,0
OG5_127065,420,28,184,0,139,14,13,8
OG5_127068,1,1,12,0,3,17,0,0
OG5_127069,0,2,0,0,0,0,1,0
OG5_134703,146,2,13,0,8,13,0,0
OG5_159529,101,7,47,0,23,0,0,0
OG5_159525,7,0,3,0,3,0,0,0
OG5_170998,65,6,38,0,44,3,0,3
OG5_127705,0,0,0,0,0,8,0,0
OG5_128001,32,0,19,0,5,2,2,1
OG5_128000,0,0,0,0,1,0,1,0
OG5_128003,0,0,0,0,0,13,0,0
OG5_128002,5,0,3,0,0,18,0,0
OG5_128005,0,0,0,0,1,0,0,0
OG5_128004,2,5,36,0,40,2,5,1
OG5_128007,0,1,1,0,2,0,0,2
OG5_128006,73,4,72,0,42,0,1,0
OG5_128009,0,0,1,0,0,0,0,0
OG5_128008,310,6,95,1,59,9,4,1
OG5_127606,22,7,37,0,30,3,2,1
OG5_127607,466,6,101,3,82,81,0,3
OG5_127604,1,2,18,1,17,0,2,1
OG5_129715,0,0,1,0,1,0,0,0
OG5_127602,6,0,0,0,0,23,0,0
OG5_127603,509,9,133,0,81,0,14,4
OG5_127600,44,2,19,0,8,45,0,1
OG5_127601,358,4,92,0,78,28,1,1
OG5_130972,60,2,40,0,25,0,9,0
OG5_130973,7,0,1,0,7,1,1,0
OG5_130975,0,1,0,0,0,0,0,0
OG5_176929,17,0,1,0,4,1,1,0
OG5_134352,186,1,46,0,24,40,6,0
OG5_135334,102,5,29,1,6,1,8,3
OG5_135331,71,6,43,0,19,0,2,0
OG5_176920,2,0,2,0,1,0,0,0
OG5_176922,0,0,3,0,24,0,0,0
OG5_134712,115,1,90,2,50,13,3,1
OG5_133095,5,6,15,0,16,0,1,0
OG5_133401,5,1,17,0,39,0,0,0
OG5_133400,2,2,13,0,10,0,0,1
OG5_133955,221,7,58,0,42,33,27,1
OG5_133954,18,1,1,0,3,0,0,0
OG5_133404,0,0,0,0,2,0,0,0
OG5_133951,0,0,0,1,0,0,0,0
OG5_133093,0,0,1,0,0,0,0,0
OG5_139445,0,0,0,1,0,0,0,0
OG5_135192,0,0,0,0,1,0,0,0
OG5_133542,162,4,54,0,18,27,7,0
OG5_139441,50,1,9,1,1,14,0,1
OG5_139338,2,0,2,0,3,0,0,0
OG5_128372,28,2,17,0,16,0,0,0
OG5_130815,0,0,1,0,0,2,0,0
OG5_130810,9,1,26,0,7,0,0,0
OG5_128370,0,0,1,0,1,0,0,0
OG5_130818,17,13,27,2,13,0,18,0
OG5_144327,140,5,42,0,24,1,9,1
OG5_158929,296,4,57,0,32,37,1,3
OG5_158925,37,1,10,2,3,10,0,0
OG5_158924,56,0,20,0,8,5,0,0
OG5_158927,169,7,68,0,35,0,2,1
OG5_184537,7,0,5,0,0,0,1,0
OG5_158690,251,4,51,0,27,29,3,0
OG5_179270,17,0,8,0,3,0,0,0
OG5_150761,0,1,2,0,0,0,0,0
OG5_130851,1,2,15,0,17,0,1,2
OG5_126898,2,0,4,0,1,0,0,0
OG5_150050,4,1,1,0,4,0,0,0
OG5_150053,0,0,1,0,2,0,0,0
OG5_150052,31,1,29,0,15,6,1,1
OG5_150057,0,2,11,0,12,0,0,0
OG5_126890,0,0,5,0,1,92,0,1
OG5_126891,0,0,9,0,0,0,0,0
OG5_126892,493,30,180,0,168,87,15,3
OG5_126893,311,7,120,0,85,69,1,2
OG5_126894,481,10,138,2,99,81,30,3
OG5_126895,370,4,86,0,57,35,10,3
OG5_126896,0,0,4,0,1,85,0,0
OG5_126897,400,23,165,1,123,15,16,8
OG5_131143,0,0,1,0,2,0,0,0
OG5_131140,3,0,1,0,0,0,0,0
OG5_131146,526,4,119,0,64,54,10,1
OG5_131147,1,0,1,0,0,0,0,0
OG5_131144,29,0,1,0,4,1,0,0
OG5_131145,0,0,1,0,0,0,0,0
OG5_130462,441,4,113,0,60,0,22,2
OG5_131148,17,6,27,0,3,36,5,0
OG5_170113,101,1,1,0,1,0,9,0
OG5_129068,478,9,132,5,75,19,22,1
OG5_129069,41,16,55,1,27,3,1,2
OG5_137667,0,0,1,0,0,0,0,0
OG5_134823,0,0,0,0,0,1,0,0
OG5_137156,0,0,1,0,0,0,0,0
OG5_129061,35,10,57,0,43,1,6,2
OG5_129062,0,1,0,0,0,0,0,0
OG5_130461,442,9,84,0,61,18,5,1
OG5_129064,1,0,3,2,1,0,1,0
OG5_129065,60,6,43,0,41,3,4,1
OG5_129066,154,11,45,2,43,20,19,0
OG5_145746,10,0,0,0,1,0,1,0
OG5_145745,9,0,2,0,5,0,0,1
OG5_178447,103,2,8,0,4,0,0,1
OG5_135807,3,2,23,0,22,1,0,0
OG5_178442,0,0,1,0,0,0,0,0
OG5_131674,95,4,61,0,70,9,5,4
OG5_138319,0,0,1,0,1,0,0,0
OG5_150585,0,0,0,0,6,0,0,0
OG5_178199,1,0,0,0,0,0,1,0
OG5_171035,18,4,20,0,0,4,3,0
OG5_131494,0,7,8,0,2,0,2,0
OG5_131367,0,1,4,1,10,0,0,1
OG5_131364,6,1,6,0,4,0,0,0
OG5_138569,32,11,59,0,38,7,8,0
OG5_131362,0,0,0,0,1,0,1,0
OG5_131491,67,3,55,0,50,0,10,1
OG5_131361,148,8,84,0,98,10,2,3
OG5_136496,9,0,14,0,11,5,0,0
OG5_130365,0,2,9,0,1,0,2,0
OG5_130364,0,0,1,0,3,0,0,1
OG5_130367,402,5,67,0,51,0,6,1
OG5_130366,447,6,133,0,80,41,4,1
OG5_137401,19,0,22,0,5,0,0,1
OG5_130360,0,0,1,0,0,0,0,0
OG5_137402,1,0,0,0,3,0,0,0
OG5_138171,0,0,1,0,0,1,0,0
OG5_163630,0,0,1,0,0,0,1,0
OG5_130369,418,4,80,2,40,37,21,1
OG5_130368,334,22,124,0,79,13,11,4
OG5_156191,36,1,36,0,13,0,0,0
OG5_168562,8,1,6,0,5,0,1,0
OG5_168561,26,0,24,0,12,0,1,0
OG5_156199,1,1,4,0,4,0,0,0
OG5_152561,47,0,4,0,2,0,3,0
OG5_152560,50,6,34,1,17,5,3,2
OG5_129535,0,0,1,0,0,0,0,0
OG5_127623,0,0,1,0,0,0,0,0
OG5_130050,0,1,1,0,0,0,0,0
OG5_141403,3,3,21,0,28,0,7,2
OG5_136493,20,1,6,0,0,63,20,0
OG5_132543,5,5,22,0,6,1,1,0
OG5_156222,71,1,23,0,14,0,0,0
OG5_146215,30,11,21,0,16,0,1,0
OG5_146216,0,2,20,0,0,0,5,0
OG5_141937,0,0,22,0,0,0,0,0
OG5_146219,12,8,24,1,13,0,1,0
OG5_127853,176,13,97,4,76,37,6,1
OG5_160682,109,2,34,0,25,7,0,0
OG5_160680,106,3,35,2,15,0,0,0
OG5_160687,37,0,9,0,5,0,0,0
OG5_160686,3,0,0,0,0,0,0,0
OG5_127855,0,0,0,0,0,39,0,0
OG5_127854,0,0,2,0,1,0,0,0
OG5_152695,0,0,2,0,3,0,0,0
OG5_160689,1,2,11,0,5,0,0,0
OG5_160688,179,1,33,0,17,4,0,0
OG5_152691,53,3,12,0,13,4,2,0
OG5_136209,59,4,63,0,27,0,1,0
OG5_136758,44,1,28,0,20,0,0,0
OG5_127625,0,0,0,0,0,0,1,0
OG5_136752,1,0,0,0,0,0,0,0
OG5_133892,0,0,0,0,0,0,1,0
OG5_136202,43,1,39,0,17,0,0,0
OG5_136203,116,4,52,0,17,0,7,1
OG5_136756,35,4,36,0,10,2,1,0
OG5_136205,165,1,31,0,6,10,18,1
OG5_136754,155,3,55,0,40,2,1,0
OG5_133893,1,4,18,2,12,0,4,1
OG5_163482,30,1,14,0,9,0,0,0
OG5_133891,382,6,67,0,53,24,15,0
OG5_176100,18,0,12,0,5,1,0,0
OG5_134414,0,2,0,0,0,0,1,0
OG5_143085,0,0,1,0,0,0,1,0
OG5_170850,2,1,4,0,3,4,0,1
OG5_149954,0,0,0,0,0,0,1,0
OG5_149952,3,2,12,1,27,6,3,0
OG5_149953,0,0,11,0,10,0,0,0
OG5_149950,0,0,0,0,2,0,1,0
OG5_155751,54,1,39,1,25,0,1,1
OG5_147095,2,0,4,0,25,0,0,0
OG5_155753,12,30,89,2,91,0,14,5
OG5_148059,0,0,0,0,1,0,0,0
OG5_140469,14,0,3,0,0,0,23,1
OG5_140468,102,1,1,0,0,0,4,0
OG5_140465,15,1,19,0,3,0,0,1
OG5_145104,0,0,1,0,0,0,0,0
OG5_140467,2,1,2,0,35,0,0,2
OG5_140466,56,0,3,0,1,0,3,0
OG5_140460,0,0,1,0,6,0,4,0
OG5_140463,0,0,1,0,0,0,0,0
OG5_140462,59,5,61,0,7,0,8,1
OG5_149839,0,0,0,0,1,0,1,0
OG5_149838,0,0,1,0,0,0,0,0
OG5_144515,1,0,0,0,0,0,0,0
OG5_149834,25,0,12,0,7,0,0,0
OG5_130587,192,2,38,0,23,25,5,0
OG5_144513,36,2,18,0,28,8,4,0
OG5_149832,0,1,5,0,0,0,1,0
OG5_128928,0,0,0,0,11,0,0,0
OG5_128929,1,2,17,0,13,0,0,1
OG5_128926,0,1,5,0,5,0,0,0
OG5_131966,48,1,28,0,15,7,1,0
OG5_128925,0,0,1,0,1,0,0,0
OG5_171450,46,4,21,1,5,0,0,1
OG5_142772,249,8,103,0,76,5,0,1
OG5_142771,65,9,43,0,38,0,3,1
OG5_131963,224,7,103,0,40,92,2,3
OG5_127479,108,0,38,0,4,66,0,0
OG5_127478,519,7,146,2,99,0,11,3
OG5_127475,17,13,77,2,138,0,8,4
OG5_127474,0,0,1,0,0,0,0,0
OG5_127477,128,10,116,0,35,0,12,4
OG5_127476,41,0,28,0,14,90,1,0
OG5_127471,184,12,120,0,43,22,2,2
OG5_127470,67,9,81,0,53,0,4,2
OG5_127472,0,0,5,0,1,94,0,0
OG5_166829,94,1,0,0,0,0,6,0
OG5_140684,0,3,3,0,0,0,0,1
OG5_166824,2,0,0,0,0,0,0,0
OG5_132439,170,1,37,0,70,73,0,0
OG5_132438,226,3,76,3,55,0,2,1
OG5_168821,147,7,87,0,66,10,4,2
OG5_168820,28,0,3,1,0,0,0,0
OG5_132432,0,0,1,0,2,0,0,0
OG5_132430,0,0,1,0,0,0,0,0
OG5_132437,234,4,71,0,47,1,0,1
OG5_140513,192,4,50,0,17,24,1,1
OG5_168829,0,0,4,0,1,49,0,0
OG5_132434,234,4,71,1,55,25,1,1
OG5_132125,7,0,6,0,28,0,2,1
OG5_132124,0,1,0,0,0,0,0,0
OG5_132121,11,0,5,0,21,0,0,0
OG5_138531,0,0,1,0,0,0,2,0
OG5_132122,75,3,38,0,22,6,0,1
OG5_132129,53,3,35,0,105,13,2,0
OG5_140046,47,1,13,0,11,5,3,0
OG5_140517,0,0,10,0,0,0,1,0
OG5_146453,0,4,11,0,8,0,1,1
OG5_181461,1,0,1,0,0,0,0,0
OG5_141336,270,1,41,1,24,13,0,2
OG5_184499,1,0,0,0,0,0,0,0
OG5_146454,1,0,6,0,1,0,0,0
OG5_141335,67,1,11,1,8,9,2,1
OG5_134874,5,1,8,0,20,0,1,0
OG5_141486,12,18,64,0,50,0,13,0
OG5_141339,114,1,40,0,29,18,1,2
OG5_171061,18,0,5,0,1,0,0,0
OG5_127299,0,0,2,0,2,0,1,0
OG5_127298,3,2,16,0,24,1,2,0
OG5_127291,225,8,101,1,43,8,13,3
OG5_127290,404,8,90,0,51,87,6,1
OG5_127293,382,14,161,0,87,5,29,3
OG5_127292,401,12,143,2,115,12,4,3
OG5_127295,189,11,87,0,40,25,12,3
OG5_127294,12,0,1,0,0,16,0,0
OG5_129529,1,5,29,0,16,2,4,0
OG5_142822,17,0,12,0,3,7,0,0
OG5_142821,0,0,3,0,0,0,0,0
OG5_142820,0,0,1,0,2,0,0,0
OG5_164687,55,1,0,0,0,0,0,0
OG5_129524,12,0,22,1,0,0,2,0
OG5_129527,0,0,1,0,0,0,0,0
OG5_129526,0,0,3,0,1,0,0,0
OG5_129520,0,0,2,0,0,0,0,0
OG5_142829,37,3,22,0,10,0,4,1
OG5_149306,1,7,12,0,14,0,0,1
OG5_155962,6,0,5,0,1,0,0,1
OG5_149309,22,1,10,0,12,0,1,0
OG5_158481,36,15,77,1,49,0,5,2
OG5_181206,6,0,0,0,0,0,0,0
OG5_150276,4,0,1,0,9,0,3,0
OG5_128218,0,3,3,0,5,0,2,2
OG5_128219,0,6,19,0,14,1,0,1
OG5_168357,8,0,0,0,0,0,0,0
OG5_141151,0,0,0,0,1,0,0,0
OG5_128214,0,0,0,0,0,0,1,0
OG5_150271,0,0,1,0,0,0,1,0
OG5_142373,1,0,2,0,1,0,0,0
OG5_128210,34,0,1,0,0,1,0,0
OG5_128211,206,15,91,0,75,14,7,3
OG5_181209,83,0,26,0,8,0,2,1
OG5_160373,0,0,0,0,0,0,1,0
OG5_160371,0,0,1,0,0,0,5,0
OG5_150273,0,0,0,0,0,0,1,0
OG5_145028,1,0,0,0,0,0,0,0
OG5_150272,46,1,25,0,8,0,6,1
OG5_129297,0,0,0,0,1,0,1,0
OG5_129296,166,12,65,3,35,0,9,3
OG5_129295,175,8,94,0,100,13,9,4
OG5_135479,114,8,72,0,38,1,1,0
OG5_129293,5,0,5,0,2,1,1,0
OG5_129292,39,4,60,1,29,0,1,0
OG5_129291,0,0,1,0,0,0,0,0
OG5_163304,62,2,20,1,4,12,6,0
OG5_149985,0,0,1,0,1,1,0,0
OG5_163309,17,4,14,0,25,7,2,1
OG5_135476,4,2,8,0,36,0,6,1
OG5_129299,129,6,78,0,68,25,8,2
OG5_135475,7,1,0,0,0,0,0,0
OG5_168689,24,0,2,0,1,0,1,0
OG5_156051,98,0,10,0,0,0,2,1
OG5_131771,6,3,0,0,1,0,0,0
OG5_131770,0,0,0,0,1,0,0,0
OG5_131773,0,0,0,0,1,4,0,0
OG5_131772,0,1,5,0,1,0,0,1
OG5_131776,5,2,28,0,4,0,1,1
OG5_154369,1,0,2,0,1,0,0,1
OG5_136381,122,0,4,0,2,0,0,0
OG5_168171,15,1,13,0,2,0,0,0
OG5_160383,0,1,1,0,0,0,4,0
OG5_139160,5,0,16,3,4,0,0,2
OG5_139162,54,11,59,0,21,0,6,0
OG5_175612,68,3,34,0,16,1,0,1
OG5_130171,0,2,8,0,5,0,0,0
OG5_130172,151,1,7,0,10,10,1,3
OG5_130173,0,10,45,1,23,1,2,4
OG5_130174,0,1,12,0,3,0,0,0
OG5_130175,63,1,31,0,29,10,1,1
OG5_130176,9,0,6,0,7,2,0,0
OG5_130177,0,0,6,0,1,0,2,0
OG5_138787,139,4,50,0,26,13,1,1
OG5_138784,37,1,40,0,28,0,0,0
OG5_138782,133,3,48,0,24,0,0,0
OG5_138781,174,3,45,1,34,0,5,0
OG5_134693,0,2,4,0,3,0,1,0
OG5_134692,0,1,0,0,3,0,0,0
OG5_134697,0,0,1,0,4,0,0,0
OG5_134698,0,0,0,0,0,0,1,0
OG5_132942,7,0,9,0,3,0,0,0
OG5_142175,3,0,1,0,0,0,0,0
OG5_138834,0,0,1,0,0,0,0,0
OG5_142177,0,0,0,0,1,0,0,0
OG5_142173,1,0,5,0,0,0,0,0
OG5_142172,0,3,22,0,2,0,0,1
OG5_156006,51,0,4,0,5,0,0,0
OG5_169089,14,1,17,0,58,1,0,0
OG5_150646,14,2,12,0,13,0,0,0
OG5_150647,46,0,27,0,10,0,0,0
OG5_129983,0,0,1,0,4,12,1,1
OG5_159848,2,0,3,0,1,1,0,0
OG5_144686,0,0,0,0,0,0,0,1
OG5_129453,0,1,2,0,3,0,0,0
OG5_144682,0,0,0,0,1,0,0,0
OG5_155505,103,4,61,0,21,7,0,0
OG5_129452,7,2,2,0,2,0,0,1
OG5_152730,3,0,2,0,9,9,1,1
OG5_129455,0,0,3,0,0,0,1,0
OG5_176283,15,0,0,0,1,0,0,1
OG5_169226,4,0,7,0,3,0,0,1
OG5_162944,0,0,0,0,0,15,0,0
OG5_129454,0,0,0,0,0,0,2,0
OG5_132824,0,0,1,0,0,0,1,0
